Branch out to new workspace vs Switch branch — key difference?	Branch out (Contributor+) = full isolated copy, parent/child shown, uncommitted items lost. Switch branch (Admin default) = overwrites current workspace in place, no uncommitted changes allowed	dp-700 d1-implement-manage lifecycle-cicd git
What does committing a Warehouse/SQL database to Git auto-generate?	A SQL database project (.sqlproj), one .sql file per object — never hand-edit .sqlproj, Fabric overwrites it every commit	dp-700 d1-implement-manage lifecycle-cicd database-projects
What does a database project track — schema, data, or security?	Schema only — no data, no SQL security (roles/RLS/permissions); use pre/post-deployment scripts for static reference data	dp-700 d1-implement-manage lifecycle-cicd database-projects
Known data-loss gotcha in Fabric database projects?	ALTER TABLE ... ADD on a column/constraint drops and recreates the table — workaround: create-new/copy-data/rename	dp-700 d1-implement-manage lifecycle-cicd database-projects
Deployment pipeline stage count — range and mutability?	2–10 stages, default Dev/Test/Prod; stage count and names are PERMANENT after creation (public stage names are changeable)	dp-700 d1-implement-manage lifecycle-cicd deployment-pipelines
What is the tie-breaker for deployment pipeline item pairing?	Folder — only when duplicates of same name+type exist in one stage; a folder mismatch prevents pairing outright	dp-700 d1-implement-manage lifecycle-cicd deployment-pipelines
Backward deployment rules in a deployment pipeline?	Only into an EMPTY target stage, full deploy only — never selective	dp-700 d1-implement-manage lifecycle-cicd deployment-pipelines
Which item types support deployment rules, and which rule types?	Data source rule: Dataflow Gen1, semantic model, paginated report, mirrored database. Parameter rule: Dataflow Gen1, semantic model. Default lakehouse rule: Notebook only	dp-700 d1-implement-manage lifecycle-cicd deployment-pipelines
Does a deployment pipeline ever copy data?	Never — only schema/metadata, plus data sources/parameters, report visuals, model metadata, relationships, sensitivity labels	dp-700 d1-implement-manage lifecycle-cicd deployment-pipelines
Spark starter pool vs custom pool — who configures each?	Starter pool: nobody (managed), Medium node only. Custom pool: workspace Admin + capacity toggle "Customized workspace pools", Small–XX-Large	dp-700 d1-implement-manage lifecycle-cicd spark-settings
Default and max high-concurrency notebook sessions?	Default 5 notebooks/session, raisable to 50 via spark.highConcurrency.max; only the initiating notebook/activity is billed	dp-700 d1-implement-manage lifecycle-cicd spark-settings
Does domain assignment affect data access?	No — domain assignment affects discovery/governance only, never access (that's workspace role + item permission)	dp-700 d1-implement-manage lifecycle-cicd domain-settings
Do subdomains have their own domain admins?	No — subdomains always inherit the parent domain's admins	dp-700 d1-implement-manage lifecycle-cicd domain-settings
Which OneLake shortcut sources support shortcut caching?	GCS/S3/S3-compatible/on-prem gateway only — never ADLS/Blob; retention 1–28 days, files >1 GB never cached	dp-700 d1-implement-manage lifecycle-cicd onelake-settings
What is the one July 21, 2026 blueprint wording change, and what did it NOT remove?	"Configure Dataflows Gen2 workspace settings" → "Configure Apache Airflow workspace settings" — Dataflows Gen2 itself is not removed from the product	dp-700 d1-implement-manage lifecycle-cicd airflow
Where do Airflow DAG .py files and private packages/wheels go?	DAGs → the "dags" folder. Private packages/wheels → "plugins" (or plugins/libs if no Git connected), then restart the job	dp-700 d1-implement-manage lifecycle-cicd airflow
Do Free and PPU workspaces support Apache Airflow jobs?	No — Free and PPU workspaces don't support Apache Airflow jobs; private networks/VNets not yet supported	dp-700 d1-implement-manage lifecycle-cicd airflow
Where to check if a pipeline/notebook/dataflow run succeeded?	Monitor hub	dp-700 d3-monitor-optimize monitoring-surfaces triage
How to resume a pipeline that failed partway through?	Pipeline run history → Rerun from failed activity — resumes only the failed activity and everything downstream; already-succeeded activities are not re-executed	dp-700 d3-monitor-optimize monitoring-surfaces triage
Does Monitor hub cover Dataflow Gen1?	No — Monitor hub covers 17 item types but NOT Dataflow Gen1; a frequent distractor	dp-700 d3-monitor-optimize monitoring-surfaces monitor-hub
Monitor hub retention limits?	100 rows / 30 days on the main view; 30 days per-item — not a durable audit log	dp-700 d3-monitor-optimize monitoring-surfaces monitor-hub
Import refresh vs Direct Lake framing — what moves and how long?	Import: entire data volume into VertiPaq cache, minutes–hours. Direct Lake: metadata only (Parquet file references), seconds	dp-700 d3-monitor-optimize monitoring-surfaces semantic-model-refresh
Does Direct Lake on OneLake ever fall back to DirectQuery?	Never. Direct Lake on SQL endpoints can, governed by DirectLakeBehavior (Automatic/DirectLakeOnly/DirectQueryOnly)	dp-700 d3-monitor-optimize monitoring-surfaces semantic-model-refresh
How to diagnose a DirectQuery fallback?	EVALUATE TABLETRAITS() → DirectLakeFallbackInfo column	dp-700 d3-monitor-optimize monitoring-surfaces semantic-model-refresh
What deactivates a semantic model's scheduled refresh automatically?	4 consecutive credential failures	dp-700 d3-monitor-optimize monitoring-surfaces semantic-model-refresh
Scheduled refresh caps per license tier?	Pro = 8/day; PPU and Premium/Fabric capacity = 48/day	dp-700 d3-monitor-optimize monitoring-surfaces semantic-model-refresh
Does DELETE /refreshes/{id} cancel a portal-button refresh?	No — only enhanced-API-triggered refreshes, not portal-button or scheduled ones	dp-700 d3-monitor-optimize monitoring-surfaces semantic-model-refresh
Activator: stateless vs stateful condition — when does each fire?	Stateless (value < threshold) fires every qualifying event. Stateful (BECOMES/DECREASES/INCREASES/EXIT RANGE/heartbeat) fires only on state transition	dp-700 d3-monitor-optimize monitoring-surfaces activator
Which alert sources are UNSUPPORTED by Activator?	Capacity Metrics app and SQL analytics endpoint directly — route capacity alerts via Real-Time hub's Fabric capacity overview events instead	dp-700 d3-monitor-optimize monitoring-surfaces activator
Activator rate limits: max incoming events/sec/rule and email/item/hour?	10,000 events/sec/rule; 500 email messages/Activator item/hour (30/rule/recipient/hour)	dp-700 d3-monitor-optimize monitoring-surfaces activator
Workspace-wide pipeline-failure alerting pattern?	Enable workspace monitoring → Activator rule on ItemJobEventLogs — covers every pipeline including future ones	dp-700 d3-monitor-optimize monitoring-surfaces activator
Can the Capacity Metrics app fire alerts?	No — never, under any circumstance; scoped to capacity admins for CU/throttling/storage viewing only	dp-700 d3-monitor-optimize monitoring-surfaces capacity-metrics
Capacity Metrics app data retention?	14 days (Compute); 30 days (Storage); dimensions refresh once daily at midnight local time	dp-700 d3-monitor-optimize monitoring-surfaces capacity-metrics
Does a "successful" pipeline run guarantee a Direct Lake model has reframed?	No — check the semantic model's refresh history Direct Lake tab separately; framing is the freshness mechanism	dp-700 d3-monitor-optimize monitoring-surfaces semantic-model-refresh
Dataflow Gen2 refresh history retention?	50 runs UI / 250 runs or 6 months in OneLake; logs retained 28 days	dp-700 d3-monitor-optimize monitoring-surfaces monitor-hub
Where to check which rows failed in a Copy job's table mapping?	Workspace monitoring → CopyJobActivityRunDetailsLogs	dp-700 d3-monitor-optimize monitoring-surfaces triage
OPTIMIZE combined order when bin compaction, Z-Order, and V-Order all apply?	bin compaction → Z-Order → V-Order	dp-700 d3-monitor-optimize optimization-levers lakehouse
V-Order default setting on new workspaces?	Off (spark.sql.parquet.vorder.default = false, writeHeavy profile)	dp-700 d3-monitor-optimize optimization-levers lakehouse
V-Order write cost vs read benefit?	~15% slower writes; up to 50% more compression, 40–60% faster cold-cache Direct Lake queries, ~10% faster SQL endpoint reads	dp-700 d3-monitor-optimize optimization-levers lakehouse
VACUUM default retention period?	7 days; shorter requires spark.databricks.delta.retentionDurationCheck.enabled = false	dp-700 d3-monitor-optimize optimization-levers lakehouse
Adaptive target file size range for OPTIMIZE?	128 MB (tables <10 GB) scaling to 1 GB (tables >10 TB)	dp-700 d3-monitor-optimize optimization-levers lakehouse
Two small-file defenses in Lakehouse — when does each apply?	Optimize write (pre-write bin-packing, before write lands) vs auto compaction (post-write, immediately after commit) — both off by default under some profiles	dp-700 d3-monitor-optimize optimization-levers lakehouse
Partition on low-cardinality columns — what fixes higher-cardinality filters?	Z-Order; over-partitioning recreates the small-file problem one level up	dp-700 d3-monitor-optimize optimization-levers lakehouse
Fabric Warehouse automatic statistics types?	Histogram (_WA_Sys_), avg column length (VARCHAR >100 chars), table cardinality — all synchronous at query time, in sys.stats	dp-700 d3-monitor-optimize optimization-levers warehouse
Is Fabric Warehouse result-set caching currently live?	No — tenant-wide disabled since 2026-02-16 (known bug); result_cache_hit=0 right now may just mean the feature is off	dp-700 d3-monitor-optimize optimization-levers warehouse
Fabric Warehouse in-memory + disk caching — can it be disabled?	No — always on, cannot be disabled or manually cleared	dp-700 d3-monitor-optimize optimization-levers warehouse
Fix for a slow row-by-row INSERT loop in Fabric Warehouse?	Replace with CTAS or set-based INSERT...SELECT	dp-700 d3-monitor-optimize optimization-levers warehouse
Is AQE on by default in Fabric Spark?	Yes — on by default across all runtimes; a scenario option to "enable AQE" is a distractor	dp-700 d3-monitor-optimize optimization-levers spark
Autotune default state and iteration requirement?	Off by default (spark.ms.autotune.enabled=false), Preview; needs ~20–25 iterations of a repeated query shape; incompatible with high concurrency/private endpoints/Runtime >1.2	dp-700 d3-monitor-optimize optimization-levers spark
Native execution engine (NEE) — I/O-bound vs compute-heavy fit?	Helps compute-heavy Parquet/Delta joins/aggs, not I/O-bound; falls back to JVM automatically and silently on unsupported operators	dp-700 d3-monitor-optimize optimization-levers spark
repartition(n) vs coalesce(n)?	repartition = full shuffle, increase or decrease. coalesce = no full shuffle, decrease only — the fix for post-filter small-file writes	dp-700 d3-monitor-optimize optimization-levers spark
Eventhouse: caching policy vs retention policy — which affects query speed?	Caching policy only — retention policy controls what exists at all (deletes data); shortening retention never speeds up queries	dp-700 d3-monitor-optimize optimization-levers real-time
Materialized view vs update policy — cost model in Eventhouse?	Update policy: per-ingested-batch cost, folded into ingest. Materialized view: continuous background CU — best for repeatedly-read aggregates	dp-700 d3-monitor-optimize optimization-levers real-time
Eventstream throughput plateau below 4 Event Hubs source partitions — the fix?	Repartition the Event Hub — the throughput-level setting is not the bottleneck	dp-700 d3-monitor-optimize optimization-levers real-time
Direct Lake guardrail breach — OneLake variant vs SQL variant?	Direct Lake on OneLake: refresh FAILS, no fallback. Direct Lake on SQL: falls back to DirectQuery (if enabled), succeeds but slower	dp-700 d3-monitor-optimize optimization-levers pipeline
Workspace-managed staging timeout for Copy jobs into Fabric Warehouse?	60 minutes — use external storage for longer jobs	dp-700 d3-monitor-optimize optimization-levers pipeline
Real fix for a ForEach-wrapped per-row pattern taking hours?	Redesign to set-based operation — not batchCount tuning (same lesson as Warehouse's row-by-row INSERT anti-pattern)	dp-700 d3-monitor-optimize optimization-levers pipeline
Does Viewer get ReadAll (OneLake APIs/Spark) by default?	No — Viewer gets ReadData (TDS/T-SQL) but NOT ReadAll; the single most tested fact in the workspace-role table	dp-700 d1-implement-manage security-governance workspace-roles
Max users/groups per workspace in roles, and multi-group membership rule?	Max 1,000; multi-group membership → highest role wins, no capping	dp-700 d1-implement-manage security-governance workspace-roles
When do workspace role changes take effect?	On the user's next login, not mid-session	dp-700 d1-implement-manage security-governance workspace-roles
Does removing an item-level share revoke access if the user still holds Contributor+ workspace role?	No — item permission and workspace role are independent grants; full revocation requires clearing both layers	dp-700 d1-implement-manage security-governance item-permissions
What third independent access axis blocks a Contributor from scheduling a gateway refresh?	Gateway permissions — managed outside Fabric roles; Contributor everywhere still can't schedule without a gateway-level permission	dp-700 d1-implement-manage security-governance item-permissions
Semantic model DAX RLS — who is it enforced for?	Only Viewer; Contributor+ already has blanket view/modify access that supersedes it	dp-700 d1-implement-manage security-governance who-bypasses-what
Does Warehouse T-SQL RLS exempt db_owner or CONTROL?	No — filter predicates apply to every principal, including dbo/db_owner; no role exemption	dp-700 d1-implement-manage security-governance who-bypasses-what
Who bypasses Warehouse DDM without an explicit GRANT UNMASK?	Admin/Member/Contributor — they carry implicit CONTROL, which bundles UNMASK	dp-700 d1-implement-manage security-governance who-bypasses-what
What OneLake permission overrides a OneLake security Read restriction?	Implicit workspace Write (held by Admin/Member/Contributor) — overrides a OneLake security Read restriction	dp-700 d1-implement-manage security-governance who-bypasses-what
Does Fabric Warehouse RLS support a BLOCK predicate type?	No — Fabric Warehouse RLS supports FILTER predicates only; BLOCK predicates are SQL Server/Azure SQL only	dp-700 d1-implement-manage security-governance granular-access
How to modify an RLS predicate function in Fabric Warehouse?	drop policy → alter function → recreate policy — schema-bound policy blocks direct ALTER FUNCTION	dp-700 d1-implement-manage security-governance granular-access
CLS: what happens when a user queries a column they lack access to?	A hard permission error, not a silently dropped column	dp-700 d1-implement-manage security-governance granular-access
Which items are supported by OneLake security, and which is NOT?	Lakehouse (Read, ReadWrite), Azure Databricks Mirrored Catalog (Read), Mirrored Database (Read). Warehouse is NOT supported — uses T-SQL RLS/CLS/OLS instead	dp-700 d1-implement-manage security-governance onelake-security
What is DefaultReader in OneLake security?	Auto-created virtual membership = anyone with item ReadAll; must be deleted/restricted to actually narrow access via a custom role	dp-700 d1-implement-manage security-governance onelake-security
OneLake security table access across multiple roles — union or intersect?	Table access UNIONS across roles (any granting role = access); RLS/CLS intersect within a role, except SQL-endpoint CLS which intersects across ALL a user's roles	dp-700 d1-implement-manage security-governance onelake-security
Can a ReadWrite OneLake security role carry RLS/CLS?	No — write access is incompatible with hiding rows/columns in the same role	dp-700 d1-implement-manage security-governance onelake-security
Which shortcut identity mode silently bypasses per-user OneLake security?	Direct Lake over SQL / T-SQL Delegated mode — evaluates using item owner's identity, not the viewer's	dp-700 d1-implement-manage security-governance onelake-security
The 4 Dynamic Data Masking functions Fabric ships?	default(), email(), random(m,n), partial(prefix,"pad",suffix) — no datetime() (on-prem SQL Server only)	dp-700 d1-implement-manage security-governance ddm
Is DDM encryption?	No — DDM masks are display-only; WHERE clauses still evaluate against real stored values, letting range/equality queries infer masked values	dp-700 d1-implement-manage security-governance ddm
Does sensitivity-label flow support Power BI → Fabric?	No — only Fabric → Fabric and Fabric → Power BI; Power BI → Fabric is unsupported	dp-700 d1-implement-manage security-governance sensitivity-labels
Which export formats carry a sensitivity label, and which doesn't?	Excel/PDF/PowerPoint export, Analyze in Excel, PivotTable in Excel (E3+), download to .pbix carry it — .csv/.txt export does NOT	dp-700 d1-implement-manage security-governance sensitivity-labels
Endorsement tiers and their authorization requirement?	Promoted: any item owner/write-permission holder. Certified & Master data: only tenant-admin-authorized reviewers + write permission — write permission alone is never sufficient	dp-700 d1-implement-manage security-governance endorsement
Current Fabric/Power BI audit log retention defaults by tier?	180 days (non-E5) / 1 year (E5) / up to 10 years (retention add-on) — not the outdated 90-day figure	dp-700 d1-implement-manage security-governance audit-logs
Eventstream delivery guarantee end to end?	At-least-once everywhere — "exactly-once" only ever describes a downstream sink's idempotent-write behavior, never Eventstream's own contract	dp-700 d2-ingest-transform streaming-windowing eventstream
The 7 no-code Eventstream operators?	Filter, Manage fields, Aggregate, Group by, Union, Expand, Join (plus a SQL operator in preview)	dp-700 d2-ingest-transform streaming-windowing eventstream
Which 4 Eventstream destinations support a pre-ingestion operator directly?	Lakehouse, Eventhouse (event processing before ingestion), Derived stream, Activator — others (e.g. custom endpoint) need a derived stream hop first	dp-700 d2-ingest-transform streaming-windowing eventstream
Eventstream max message size and max retention?	1 MB max message size; 90 days max retention	dp-700 d2-ingest-transform streaming-windowing eventstream
Recommended minimum capacity for Eventstream?	F4	dp-700 d2-ingest-transform streaming-windowing eventstream
Spark Structured Streaming output mode requiring no aggregation, and the default?	append (default) — only new rows, universally supported; complete/update both require aggregation and raise an analysis exception without one	dp-700 d2-ingest-transform streaming-windowing spark-streaming
Is checkpointLocation mandatory for production Spark Structured Streaming?	Yes — mandatory; tracks offsets + committed batch IDs; one dedicated path per query, never shared	dp-700 d2-ingest-transform streaming-windowing spark-streaming
Can MERGE be called directly on a streaming DataFrame?	No — use foreachBatch to run a batch MERGE per micro-batch	dp-700 d2-ingest-transform streaming-windowing spark-streaming
Does the Native Execution Engine accelerate Structured Streaming?	Never — streaming always runs on standard JVM Spark regardless of NEE being enabled	dp-700 d2-ingest-transform streaming-windowing spark-streaming
.trigger(availableNow=True) behavior?	Bounded catch-up run, then stops	dp-700 d2-ingest-transform streaming-windowing spark-streaming
KQL streaming ingestion vs queued (default) ingestion — latency and best use?	Streaming: sub-second to a few seconds, best for small/frequent writes. Queued: seconds–low minutes, best for high-volume throughput/reliability-first	dp-700 d2-ingest-transform streaming-windowing kql-ingestion
Do query-accelerated Eventhouse shortcuts support materialized views?	No — still no, even GA-accelerated; MV/update-policy require native tables only	dp-700 d2-ingest-transform streaming-windowing kql-ingestion
Window types Eventstream Group by supports natively?	Tumbling, hopping, sliding, session — all native, no-code	dp-700 d2-ingest-transform streaming-windowing window-types
Does KQL have a native hopping window operator?	No — approximate via bin() variants; same for sliding (not a standing construct)	dp-700 d2-ingest-transform streaming-windowing window-types
Spark session window function?	session_window(col, "10 minutes")	dp-700 d2-ingest-transform streaming-windowing window-types
Eventstream watermark mechanism?	Configurable late-arrival tolerance on Group by — events within tolerance still join an open window	dp-700 d2-ingest-transform streaming-windowing watermark
Does a watermark reject late data from the source stream?	No — it only bounds how long window/dedup state is retained; late events just miss an already-finalized window's result	dp-700 d2-ingest-transform streaming-windowing watermark
Medallion silver layer role and technology for streams?	Cleansed, deduplicated — Spark watermark+dropDuplicates, or Eventhouse update policy	dp-700 d2-ingest-transform streaming-windowing medallion
Default write mode for streaming writes to Delta — where does upsert/aggregation happen?	append is default; upsert/aggregation always happens downstream, never in the streaming write itself	dp-700 d2-ingest-transform streaming-windowing medallion
DeltaFlow (preview) purpose, and which CDC sources support it?	Auto-shapes CDC JSON to table columns; supports Azure SQL DB, Azure SQL MI, SQL Server on VM, PostgreSQL CDC only	dp-700 d2-ingest-transform streaming-windowing eventstream
